Sinit,beta,alpha
0.23905623,1.6926345,0.13487826
0.6502823,0.5955515,0.1290922
0.19086453,2.3973484,0.15252294
0.28915006,2.746846,0.2647502
0.4137597,0.81533355,0.11245073
0.32100934,1.3646789,0.14602488
0.5963864,0.83359176,0.16571425
0.2521362,0.7743096,0.065077156
0.2444674,2.6687887,0.21747728
0.5003992,1.769039,0.29507524
0.6714173,1.0457401,0.23404267
0.2938461,1.8250976,0.17876594
0.7120067,0.45824012,0.10875667
0.27772248,1.7132859,0.15860601
0.78862107,0.8043482,0.21144196
0.21727379,0.7116031,0.05153757
0.52412546,1.2861015,0.22469285
0.15661405,1.7626953,0.09202096
0.38429183,2.0164876,0.25830656
0.6769891,1.2325004,0.2781298
0.25983292,2.3748329,0.2056866
0.8361192,1.037481,0.2891526
0.32415143,2.5431871,0.27479255
0.69589573,0.5943334,0.1378647
0.32262915,0.5729437,0.061616108
0.7391729,0.7388323,0.1820416
0.22843671,2.5912561,0.19731268
0.29785955,2.5406585,0.25225314
0.28791162,2.440041,0.23417208
0.3803195,2.1687212,0.27493566
0.18938148,1.6625661,0.10495307
0.48267093,1.8619164,0.2995643
0.891978,0.30766016,0.09147536
0.38958466,1.9666867,0.255397
0.423644,1.8615953,0.26288456
0.36258328,2.119184,0.2561269
0.14435486,1.1702629,0.05631105
0.14851327,2.771249,0.13718909
0.49492022,1.2666756,0.20896779
0.88238436,0.68412983,0.20122182
0.1736951,2.1345208,0.12358527
0.16023485,2.293036,0.12247476
0.5741683,1.1087818,0.21220912
0.47778884,1.8788791,0.29923582
0.21161816,1.384728,0.09767786
0.7923347,1.0138105,0.26775905
0.26411185,2.537131,0.22336213
0.3064644,2.1654572,0.22121187
0.6156576,1.4526957,0.2981211
0.46790847,1.9164351,0.2989054
0.6129099,1.2910582,0.26376745
0.40796724,1.2274314,0.16691726
0.6521503,1.183873,0.25735438
0.8442063,0.78615075,0.22122446
0.84602886,0.65655744,0.18515551
0.32616296,2.7121744,0.2948703
0.7739386,0.79826057,0.20593488
0.5061758,1.1451118,0.19320929
0.52671146,0.6440424,0.11307483
0.7575379,0.9369963,0.23660341
0.7900496,1.1371135,0.29945868
0.25890422,2.2965894,0.1981989
0.72642773,0.9411576,0.22789432
0.793964,0.98877186,0.2616831
0.15931024,2.4993722,0.1327252
0.5130124,1.3751403,0.23515467
0.32861137,2.5472896,0.27902278
0.33907607,2.2732592,0.25693592
0.57270724,1.5552359,0.29689828
0.8154837,0.6372494,0.17322217
0.36278096,0.73079175,0.08837245
0.39406732,1.5434387,0.20273958
0.5171541,1.331998,0.22961608
0.58567417,0.7021281,0.13707276
0.1898365,1.4731264,0.09321772
0.5663111,1.445726,0.27291024
0.17904373,2.1472003,0.12814759
0.48401424,0.8353554,0.13477464
0.78287715,0.9129896,0.2382529
0.24354069,2.03105,0.1648811
0.5394719,1.1179059,0.20102626
0.41023403,1.9306073,0.26400027
0.6336117,1.4019047,0.2960877
0.56289166,1.5057253,0.28252006
0.41671944,1.3085167,0.18176146
0.3946846,0.4447608,0.058513414
0.37343776,2.3149416,0.2881622
0.5107138,1.3284843,0.22615846
0.6804234,1.221931,0.27714348
0.117667235,2.4789073,0.09722872
0.53240436,0.7301073,0.12957078
0.30395183,2.866235,0.2903991
0.20346183,2.86264,0.19414598
0.72114193,0.45071658,0.10834354
0.15988654,2.0404263,0.10874556
0.19110523,2.611733,0.16637194
0.29271713,2.386137,0.23282105
0.8632348,1.0062172,0.2895339
0.19574112,2.979794,0.19442272
0.6719575,1.3031907,0.29189622
0.603352,1.247053,0.25080398
0.25332,2.3417375,0.19773632
0.4064672,1.6446824,0.2228365
0.44287676,1.7456849,0.25770774
0.37131974,1.5262709,0.18891151
0.33959076,2.0807319,0.23553243
0.73100203,0.9413604,0.22937877
0.5678285,1.5044842,0.284763
0.24752001,2.3293679,0.1921884
0.18064949,2.9234972,0.17604277
0.45014188,0.8849428,0.13278328
0.34309486,1.6290554,0.18630683
0.7128695,1.00082,0.23781805
0.7615003,0.5274796,0.13389196
0.26398507,1.8548291,0.16321571
0.31852713,1.3887522,0.14745174
0.61392236,1.3916297,0.2847842
0.43049523,0.81479067,0.11692117
0.3938093,1.4180534,0.18614753
0.6262511,1.0394253,0.2169804
0.5454248,0.9326122,0.16955662
0.21578784,2.6245766,0.1887839
0.44013128,1.1131127,0.16330525
0.31186992,1.5312674,0.15918541
0.39272994,1.7412553,0.22794768
0.63906974,0.6894478,0.14686841
0.16807665,2.6289368,0.14728762
0.3925912,0.6013986,0.078701265
0.86452526,0.89344925,0.25746983
0.51832134,1.6367568,0.28278866
0.30003324,1.8474535,0.18476582
0.4269858,2.0321589,0.28923434
0.31516722,0.76435405,0.08029978
0.68466276,0.36072946,0.08232601
0.21115902,1.4039937,0.09882198
0.4102053,1.676443,0.22922859
0.29467934,1.8595368,0.18265569
0.75739986,0.5017292,0.12666987
0.44238743,2.0310104,0.2994978
0.7741267,0.9999375,0.2580261
0.50266784,1.5490247,0.25954828
0.5685143,0.9934145,0.18825679
0.2824169,1.4379059,0.13536297
0.7910457,0.7719484,0.20354883
0.41148302,1.4452717,0.19823493
0.52207136,0.6762549,0.11768445
0.3364202,2.3267362,0.26092035
0.8437637,0.6067212,0.1706431
0.7723071,0.4187991,0.10781384
0.3305112,2.428594,0.2675592
0.27148116,1.7399726,0.15745659
0.7146934,0.6801451,0.16203175
0.25868624,1.0321559,0.0890015
0.3215587,1.8487548,0.19816108
0.3008527,2.2545767,0.22609848
0.15808225,2.2811022,0.120200574
0.28715643,1.5478317,0.1481566
0.14061572,2.1690295,0.10166655
0.60538423,1.2162215,0.2454271
0.73883605,0.35624167,0.08773473
0.43295914,1.2502021,0.1804288
0.7992998,0.92545885,0.24657302
0.635979,1.2394154,0.26274738
0.24230538,2.8092911,0.22690211
0.44587907,1.6202028,0.24080484
0.39573586,1.644356,0.21691021
0.54226404,0.8962199,0.16199595
0.5892538,0.7819848,0.15359583
0.7864425,0.58533317,0.15344363
0.5538914,1.4768165,0.27266532
0.6048207,0.97687733,0.19694522
0.5605217,0.42808774,0.07998416
0.18878062,2.2920272,0.14423011
0.8873987,0.34395167,0.101740755
0.31142792,2.2931864,0.23805411
0.5626422,1.5515103,0.2909817
0.47884974,1.6868552,0.26925007
0.37093034,2.0182865,0.24954788
0.31806245,2.7959204,0.29642576
0.2462131,2.308599,0.1894691
0.36013156,1.6414866,0.1970504
0.36255333,1.2792637,0.15460044
0.7550651,0.93884456,0.23629624
0.71986514,0.9765855,0.23433663
0.70290947,0.3009531,0.07051426
0.5142913,1.7416933,0.29857925
0.52103114,1.1170527,0.1940064
0.79242957,1.0443941,0.27586958
0.15991159,2.13925,0.11403029
0.8513703,0.82446814,0.23397589
0.5157962,0.4678767,0.080443
0.60812896,0.83547914,0.16935968
0.35963845,1.9714173,0.23633249
0.5881258,1.2584955,0.24671789
0.69451946,1.0662673,0.24684778
0.21146174,1.9619699,0.13829385
0.8808382,0.85112655,0.2499016
0.5543368,0.7122466,0.13160817
0.49151367,1.5370657,0.25182962
0.11090469,1.4487795,0.053558815
0.21710198,2.558161,0.18512726
0.8373025,0.73148817,0.20415896
0.28312138,1.5557312,0.14682025
0.22112478,1.5591905,0.11492523
0.2715456,2.4250562,0.21950443
0.3223581,0.697917,0.07499307
0.87304544,0.85199606,0.24794376
0.70726097,0.9098735,0.21450602
0.42274746,1.7877175,0.25191766
0.7890501,1.0406361,0.27370465
0.21858488,1.9087129,0.13907193
0.40520683,1.3896393,0.1876971
0.12676011,2.8216596,0.11922462
0.68086237,0.5789121,0.13138647
0.16524528,2.9951675,0.1649791
0.5315491,0.84323686,0.14940727
0.7987122,0.36850214,0.09810906
0.44451797,1.1660709,0.17277981
0.85990816,0.48463112,0.13891275
0.24204263,2.676757,0.21596311
0.8565223,0.89407873,0.25526613
0.6618206,0.64206153,0.14164318
0.5842175,1.1986879,0.23343149
0.6029098,0.9179579,0.18448193
0.14826222,1.2858328,0.06354681
0.58425796,1.1583854,0.22559862
0.68648213,0.8139161,0.18624629
0.36723727,2.2371035,0.27384925
0.16629992,2.9321413,0.16253829
0.70049524,1.0149403,0.23698694
0.3552481,1.455146,0.1723126
0.36722937,2.4435253,0.29911143
0.32207465,1.67424,0.17974342
0.23349845,2.2374747,0.17414896
0.3187143,1.4538134,0.15445036
0.42133105,0.73299503,0.10294452
0.41564047,2.136019,0.29593864
0.62363267,0.35340717,0.073465414
0.23473483,2.2713776,0.17772381
0.44640905,2.0095565,0.2990281
0.56805915,1.5295457,0.28962412
0.5137173,1.6675366,0.28554747
0.34322783,1.2124655,0.13871731
0.23793828,2.5070486,0.19884095
0.6092475,0.78580123,0.15958248
0.52907866,1.1651233,0.20548064
0.73177266,1.2164458,0.2967206
0.5283001,1.4519784,0.25569344
0.4568797,0.4813549,0.0733071
0.80768967,0.77554107,0.20879883
0.42328292,1.5149297,0.21374795
0.21759059,2.5462396,0.18467925
0.4951831,1.5098505,0.24921748
0.5472536,0.9309857,0.16982843
0.37434667,0.89738554,0.11197777
0.4863981,1.7883627,0.2899521
0.5802316,1.047769,0.20264956
0.28190282,1.2892423,0.12114701
0.42603827,1.4753419,0.20951736
0.3835117,1.2540165,0.16031
0.14620149,2.5976171,0.12659183
0.29621002,0.95243496,0.09404026
0.7207871,0.41209626,0.09901123
0.6861682,0.90128875,0.20614521
0.598106,0.428418,0.08541313
0.7310589,0.489866,0.119373634
0.6707435,0.9013225,0.20151874
0.3487904,2.1261523,0.24719384
0.23238501,2.8444974,0.22033952
0.24190333,1.5178986,0.12239491
0.30507514,0.7832126,0.07964623
0.39084405,1.1459852,0.1493005
0.56284076,1.5119239,0.28365746
0.769007,1.1443244,0.29333118
0.5008903,0.9225283,0.15402852
0.2759937,2.2483017,0.20683904
0.694695,0.31933755,0.0739474
0.65216434,0.75998753,0.16521226
0.505028,1.0975916,0.1847715
0.2102688,1.885273,0.13213803
0.59284997,1.4029509,0.27724645
0.30355132,1.9711151,0.19944486
0.6955372,0.8277839,0.19191816
0.63415915,1.2894411,0.27257028
0.6131387,0.771761,0.15773217
0.65905625,1.2484572,0.27426785
0.3267669,2.4996626,0.272269
0.68883795,1.1232718,0.2579174
0.35868958,0.9314579,0.111368075
0.7402741,1.1246302,0.2775115
0.27417567,2.416433,0.22084238
0.76271796,0.72382486,0.18402475
0.43444002,0.7458454,0.108008355
0.33491614,2.4348624,0.27182493
0.5103724,1.0751247,0.18290465
0.3107364,2.2827332,0.23644276
0.4226588,1.3162842,0.18544635
0.31357956,2.006836,0.20976758
0.7972615,0.8174153,0.21723123
0.28228807,1.8118066,0.1704838
0.314696,2.3926394,0.2509847
0.7221574,1.0662196,0.25665945
0.34916848,1.8973117,0.22082716
0.13474129,2.0558975,0.09233809
0.43828276,1.9736476,0.28833857
0.14881527,2.6907918,0.13347699
0.54435015,1.1184657,0.20294566
0.47158313,1.037361,0.16306731
0.54132944,1.38296,0.24954566
0.5277307,1.1655359,0.2050297
0.4927556,1.7449265,0.2866074
0.3161139,2.8346019,0.29868567
0.71602637,0.8292378,0.19791871
0.20977716,1.4176663,0.09913133
0.85196537,1.0055834,0.28557408
0.4533764,1.466102,0.22156537
0.40486842,1.6157616,0.21805695
0.81831545,0.6443472,0.17575975
0.38033223,1.0880104,0.13793515
0.31123883,2.0248187,0.2100674
0.29600927,0.9581834,0.094543725
0.84153646,1.0593677,0.2971655
0.6650775,1.2995386,0.28809798
0.8478017,0.7822993,0.22107822
0.5312178,0.7803806,0.13818403
0.7538499,0.7552518,0.18978217
0.37749016,0.99637604,0.12537405
0.6986725,0.86725783,0.20197639
0.21159555,2.1437488,0.15120256
0.37534148,1.393879,0.17439355
0.13321929,1.3113176,0.05823093
0.58903825,1.2816893,0.25165468
0.27879995,1.7773718,0.16517705
0.16449165,2.0502605,0.112416916
0.25562635,2.1668575,0.1846353
0.35592535,1.7596229,0.20876479
0.33212855,1.9785534,0.21904469
0.29669473,2.0722735,0.20494421
0.353931,2.5417755,0.29987106
0.35226768,2.0276535,0.23809224
0.29714847,2.2485666,0.22271939
0.69186425,0.5424413,0.12509859
0.52349675,0.35241985,0.061496876
0.6715279,0.95285296,0.21328913
0.5630779,1.3700204,0.25714272
0.49516004,1.3400322,0.2211768
0.5030118,1.4356356,0.24071386
0.31750664,2.5972884,0.27488542
0.48731244,1.7845016,0.28986993
0.34969652,2.1056943,0.24545132
0.45641303,1.0084664,0.15342574
0.17166458,2.7935727,0.1598525
0.53150856,0.42515698,0.075324856
0.7707303,0.700584,0.17998712
0.5054515,0.9568787,0.1612186
0.67538476,0.7175822,0.16154803
0.8952897,0.9983783,0.29794595
0.6328685,1.0188967,0.21494256
0.60710055,0.77433634,0.15670002
0.86357945,0.5673056,0.1633045
0.6157083,0.6593407,0.13532051
0.26128477,2.4914095,0.21698913
0.43998694,0.68045616,0.09979727
0.46179062,1.8559611,0.28568846
0.16114809,2.505057,0.13456172
0.6857866,0.9855432,0.22529078
0.6249733,1.3874432,0.2890383
0.7641318,0.9854669,0.25100887
0.17497543,2.472406,0.14420342
0.31143457,1.7120843,0.17773409
0.51225597,0.4572796,0.0780814
0.61048865,1.210225,0.2462762
0.22892164,1.6909976,0.12903531
0.31892642,1.7778141,0.1889973
0.8848254,0.90616834,0.26726693
0.3576837,1.9268281,0.22973166
0.2916515,2.7984102,0.2720535
0.40193748,2.1567657,0.28896165
0.18138544,1.5506397,0.093754485
0.2115979,2.7213538,0.19194426
0.6324796,1.2862236,0.27117008
0.38670233,1.2979316,0.1673044
0.20349388,0.94899267,0.06437139
0.62544984,1.4224195,0.2965507
0.22678052,2.331142,0.1762192
0.64339864,1.2296624,0.26372105
0.5866391,0.45556983,0.08908502
0.44877782,1.4584489,0.21817318
0.5933273,0.91794264,0.1815468
0.23640065,2.9524329,0.23265235
0.2135393,2.0066702,0.14283432
0.6495077,0.8151356,0.17647897
0.26290452,2.3817294,0.20872247
0.6748086,1.1680138,0.26272857
0.44107527,1.9534405,0.28720477
0.3367973,2.159845,0.24247666
0.40107334,1.3729771,0.18355484
0.2767567,2.3142552,0.2134952
0.7658605,0.5604846,0.14308433
0.8327747,0.9414742,0.2613453
0.17364947,2.5033505,0.14490183
0.11884294,2.5095768,0.09941516
0.21788542,2.969124,0.21564294
0.8795502,0.8628162,0.2529634
0.30845034,1.7568555,0.18063423
0.2739778,2.0355687,0.1859002
0.21967843,1.5444937,0.11309732
0.2512333,1.7481016,0.14639378
0.37972626,2.0771353,0.26291427
0.15574999,2.6443136,0.13728394
0.25357684,2.059435,0.17407499
0.5568746,1.2910955,0.23965941
0.29025918,1.8288746,0.17694922
0.3478463,2.2065966,0.25585216
0.6460258,1.0447992,0.22498907
0.39533672,2.166379,0.28548306
0.7556998,1.1835825,0.29814437
0.21597235,2.4312325,0.17502633
0.23168387,2.1554043,0.16645747
0.8662041,0.93196744,0.26909134
0.39369848,2.255934,0.2960526
0.11543234,2.0240362,0.07787974
0.4428877,1.931171,0.28509727
0.27676415,1.2769563,0.11780524
0.18430373,2.8862877,0.17731787
0.22587845,1.4432731,0.10866809
0.86366546,0.8332445,0.23988149
0.12716365,1.9741625,0.08368057
0.25661746,2.2366483,0.191321
0.4632235,1.7017312,0.2627606
0.54425997,0.9990378,0.18124543
0.8147755,0.8267956,0.22455092
0.2722019,1.2646024,0.11474239
0.2722043,0.93182904,0.08454929
0.31255838,1.0335122,0.107677646
0.41150963,0.745981,0.10232612
0.5693765,1.2624397,0.23960118
0.30796885,1.8150873,0.18633012
0.27133536,2.4998217,0.22609666
0.5280153,0.8234495,0.14493132
0.631623,0.9091468,0.19141267
0.78568906,0.8236009,0.21569806
0.27709198,1.9211696,0.17744689
0.53268576,1.3222578,0.23478262
0.76513594,0.86885285,0.22159685
0.32552558,0.9596779,0.10413323
0.14055328,1.1398715,0.053404227
0.16332087,2.4753582,0.13475922
0.89937866,0.76020247,0.2279033
0.45896128,0.57901824,0.08858232
0.78207356,0.5260788,0.1371441
0.40188453,1.5684294,0.21010916
0.2977584,1.2227905,0.12136538
0.2051703,2.0436642,0.1397664
0.7041265,1.2756852,0.29941458
0.38740528,0.7218952,0.093222
0.17401347,1.818522,0.10548244
0.5846267,1.0023274,0.19532914
0.67731154,1.1239219,0.25374842
0.2793674,2.198746,0.20475262
0.23795041,2.0424223,0.1619984
0.86615276,0.6403659,0.18488489
0.1421911,1.9836698,0.094020054
0.84794927,0.43370688,0.122587144
0.18544917,2.298561,0.14208876
0.48437086,1.341973,0.21667087
0.74554217,0.8755613,0.21758929
0.6102192,0.9859035,0.20053907
0.7599193,1.1004623,0.27875417
0.75727576,0.3563418,0.08994967
0.63349354,0.68344504,0.14431934
0.22774057,1.1528547,0.087517254
0.2647427,2.8028,0.24734026
0.26912197,2.7638159,0.24793454
0.33588526,1.6497003,0.18470334
0.53100246,1.6339318,0.28920728
0.36629507,2.086015,0.254699
0.7086144,0.36982605,0.08735469
0.3236354,2.6767204,0.28876048
0.43913564,0.90441716,0.13238728
0.30356064,1.7613206,0.17822255
0.34921682,2.4162586,0.28126606
0.4670328,1.9025407,0.29618296
0.3387544,0.69077516,0.078001045
0.803022,0.546005,0.14615135
0.5670549,1.499628,0.28345713
0.7991765,0.41092703,0.109467745
0.5435664,1.288338,0.2334324
0.6744805,0.79202265,0.17806795
0.392666,1.6783848,0.21968156
0.8796773,0.9862158,0.28918388
0.5006452,1.5390427,0.2568381
0.21864909,2.1582727,0.15730146
0.6623437,1.2960038,0.28613332
0.27284917,1.5576738,0.14167
0.48265916,0.48298082,0.07770504
0.5409609,0.887271,0.15999298
0.3795671,2.292069,0.28999797
0.74588245,1.0931394,0.2717845
0.4732048,1.3442514,0.21203539
0.3263053,1.5283341,0.16623451
0.48788908,0.9351218,0.15207857
0.56504947,0.7519404,0.14162785
0.37227026,0.70017713,0.08688504
0.19479781,2.8482392,0.1849436
0.6234339,1.404085,0.29178473
0.5199249,1.2809434,0.2219981
0.5068216,0.8050339,0.13600285
0.30252242,2.965234,0.29901657
0.20088619,1.8709022,0.12527946
0.6017193,1.1400557,0.2286645
0.6225742,1.2889235,0.2674835
0.12329415,2.242724,0.09217159
0.40619352,1.9577208,0.26507115
0.2296358,0.66187024,0.050663035
0.4210767,1.8640537,0.2616365
0.8520486,0.8023076,0.22786835
0.2556515,2.5809207,0.21993874
0.23969002,2.3116288,0.18469146
0.8362092,1.0006837,0.27892697
0.3464306,1.6846832,0.19454193
0.3732781,1.3057754,0.16247244
0.46652612,0.9881609,0.15366763
0.35085222,2.4329286,0.2845328
0.61335576,1.2849523,0.26271096
0.3089753,1.8267066,0.18813574
0.29873443,2.5708199,0.25599748
0.56812304,1.3374996,0.25328812
0.50131696,0.9647401,0.16121352
0.50330704,1.5273364,0.2562397
0.42307508,1.7077111,0.24083
0.8744907,0.54984605,0.16027841
0.5815524,0.6837563,0.1325467
0.4825434,1.3235286,0.21288668
0.23825885,1.9428419,0.15429977
0.46045315,0.51016533,0.07830241
0.7810906,1.0996816,0.286317
0.55453247,0.46475154,0.0859066
0.43074378,1.507988,0.21651882
0.3367702,2.5347166,0.28453904
0.6368863,1.3117354,0.27847543
0.811069,0.9114104,0.24640557
0.29492652,2.8683074,0.28197995
0.1517603,1.852735,0.09372388
0.34716335,2.4858456,0.28766483
0.60327315,1.1069254,0.22259279
0.51367015,1.6186905,0.27715766
0.30112833,1.8440495,0.1850985
0.37844306,1.4053155,0.17727731
0.42536467,1.5488993,0.2196157
0.6541531,1.2813437,0.27939832
0.36361638,1.2187369,0.14771757
0.5133141,0.78806597,0.1348418
0.5386418,0.8560633,0.15370384
0.5551304,1.2416523,0.22975963
0.24607132,1.3529286,0.11097231
0.29833013,1.0642836,0.10583595
0.77100223,0.7882021,0.20256853
0.55084914,0.6184622,0.1135598
0.28324082,1.9900627,0.18788901
0.14107645,2.9663339,0.13949329
0.7499616,0.3667269,0.09167703
0.20831236,2.9341025,0.2037366
0.42771155,1.7388074,0.24790268
0.39648545,2.079959,0.27489117
0.8395193,0.91169703,0.2551291
0.32649714,1.2382158,0.13475797
0.224984,2.3692818,0.1776835
0.36030242,1.120717,0.13459903
0.28108972,2.0285528,0.19006844
0.19078891,2.4803164,0.15773895
0.34013665,0.85081947,0.09646496
0.1591103,2.2403657,0.11882174
0.3616159,1.1022112,0.13285904
0.5718408,0.7130762,0.13592201
0.18659063,1.7884333,0.11123496
0.13542847,2.7748435,0.12526427
0.3273163,1.7419612,0.19005744
0.606014,1.2365124,0.24978128
0.3392073,0.8982267,0.10156169
0.5717723,0.33149403,0.0631797
0.15217105,2.9793794,0.15112509
0.32222444,2.2682958,0.24363346
0.4856576,1.7490973,0.28315416
0.5531103,0.32505184,0.059929837
0.7060417,0.71690655,0.16872197
0.28382298,1.2960986,0.12262085
0.8162628,0.7709737,0.20977238
0.50375587,1.463383,0.24572924
0.788374,0.7740802,0.20342156
0.10062994,2.8399158,0.09526018
0.6103208,0.5718843,0.11634428
0.40351313,1.3681208,0.18401824
0.76476824,1.1704152,0.29836544
0.4350479,1.9947169,0.28926578
0.63520443,0.47156563,0.09984687
0.48903698,0.39059842,0.06367236
0.5095715,1.2328367,0.20940615
0.65331733,0.55820763,0.12156225
0.5365034,1.1369072,0.2033182
0.23943354,1.8095353,0.14442115
0.5269381,0.82055867,0.14412788
0.116627984,1.5330024,0.059596993
0.43200725,1.4695675,0.21162128
0.6390992,0.38428712,0.08186586
0.8183702,0.55907303,0.15250959
0.36819234,2.1623044,0.2653813
0.25958353,2.3505619,0.20338906
0.35322937,2.1221292,0.24986614
0.5072872,1.6788365,0.28388408
0.21521242,1.2465438,0.0894239
0.7145453,0.94114447,0.22416346
0.4959444,0.5196532,0.085906364
0.48495504,1.7486871,0.28267822
0.512312,0.90382737,0.1543472
0.51984334,1.5553049,0.26950493
0.61785394,1.2380413,0.25497624
0.44790295,1.1105399,0.1658047
0.13569999,2.183399,0.0987624
0.47854653,0.8437547,0.13459197
0.26163822,2.9763863,0.25957882
0.3940893,0.45559227,0.059848018
0.60230833,0.6418796,0.12886982
0.3289304,1.2479916,0.13683413
0.4114961,0.91181225,0.12506907
0.40707922,1.1542981,0.15663025
0.7185475,0.4572547,0.10951974
0.3954951,0.72091216,0.09503907
0.8325017,0.7909309,0.21948378
0.32477334,2.2861793,0.24749671
0.3119352,2.0160253,0.20962307
0.73306304,0.42341802,0.10346404
0.76169324,0.4366533,0.11086529
0.3429298,2.4412484,0.27905896
0.7841403,0.7403608,0.19351557
0.3475725,2.5042343,0.29013434
0.56750596,0.96918875,0.18334013
0.34472314,1.1533648,0.13253051
0.36232504,2.000777,0.24164388
0.3023711,2.9259996,0.2949126
0.29256627,2.1731381,0.21192896
0.26292697,2.220351,0.19459671
0.64121455,0.3930033,0.08399981
0.3285722,1.0103664,0.11065944
0.6363298,1.30383,0.2765553
0.5922234,1.0271318,0.20276381
0.29950118,2.8253033,0.28206053
0.33997375,2.3793035,0.2696336
0.78212464,0.8599159,0.22418714
0.19937085,2.8728635,0.19092175
0.25944492,2.0898898,0.18073708
0.4088571,1.9119072,0.2605656
0.149753,2.7376294,0.13665608
0.29163375,2.6235404,0.25503764
0.4554075,1.478138,0.22438504
0.2216042,1.2894616,0.09525003
0.67714524,1.0809219,0.24398036
0.43876868,1.2451171,0.18210614
0.8342171,1.0083905,0.28040552
0.12797162,2.4736657,0.10551967
0.76623076,1.0849597,0.27710983
0.49044952,1.7678039,0.2890062
0.89318126,0.67641336,0.20138659
0.82402045,0.6754582,0.18553045
0.6630672,1.1051981,0.24427354
0.3597803,1.5772197,0.18915087
0.31218705,2.8648543,0.29812345
0.73532134,1.0546931,0.2585128
0.24393342,1.9132358,0.1555674
0.31355608,0.75170726,0.07856746
0.28632617,1.5793623,0.15073758
0.3452302,2.11699,0.2436163
0.4943076,0.66284513,0.10921647
0.3919931,1.3165528,0.17202653
0.5799602,0.8429196,0.16295329
0.67352945,1.0321223,0.23172157
0.38607857,1.1537675,0.14848162
0.38195518,0.92700726,0.11802507
0.58285004,1.4316236,0.27814063
0.33708352,1.2615186,0.14174572
0.5581216,1.2167996,0.22637405
0.20003563,2.9080606,0.19390523
0.31717697,2.149113,0.22721636
0.4221138,1.5861508,0.22317871
0.28177384,2.058005,0.19329733
0.43636203,0.84947175,0.123559065
0.12576394,1.6193309,0.06788448
0.33442843,1.0447311,0.1164626
0.39260924,1.9033027,0.24908474
0.2629206,2.9694402,0.2602423
0.567373,1.4834665,0.2805596
0.16715765,1.8050709,0.10057713
0.30167478,1.8256904,0.18358825
0.5971143,0.88940525,0.17702553
0.8695326,0.43308696,0.12552775
0.23003307,2.3186777,0.17779085
0.6896535,0.62025785,0.14258766
0.4323335,1.5788485,0.22752969
0.31289396,2.5185583,0.26268056
0.44198486,1.9859601,0.29258808
0.30815932,2.2560844,0.23174448
0.3076373,2.532483,0.2596954
0.11696509,2.4053254,0.093779705
0.32573545,2.6582935,0.28863347
0.8057856,0.7080522,0.19017942
0.85102385,0.5456235,0.15477952
0.25447023,2.4448962,0.20738444
0.19669208,2.4331722,0.15952857
0.3098406,1.8563387,0.19172302
0.39729735,1.992219,0.26383445
0.465349,0.7534109,0.11686633
0.56597537,0.7915975,0.14934155
0.8922673,0.8715414,0.25921595
0.3947189,1.7413142,0.22910985
0.1458407,2.1314585,0.10361781
0.21713474,1.7916049,0.12967323
0.5037821,0.6633291,0.11139111
0.106066264,2.334857,0.082549855
0.7006126,1.0158923,0.23724896
0.5207006,0.6951735,0.120659076
0.35185623,1.3989929,0.16408145
0.17137069,1.8477035,0.105547406
0.39385486,1.467616,0.19267589
0.14613295,1.6673868,0.081220046
0.21142846,2.005182,0.14131752
0.34924757,0.84104574,0.09791107
0.82835144,1.007186,0.27810135
0.5574137,0.8241601,0.1531327
0.105641976,2.142558,0.07544803
0.47439986,1.6068852,0.25410205
0.36950985,1.4130381,0.17404383
0.38476473,0.9693107,0.12431886
0.23982938,2.840212,0.22705545
0.71266526,1.1752828,0.2791944
0.3193351,1.521929,0.16200177
0.39629546,2.1743927,0.28723398
0.55890423,0.78807944,0.1468203
0.7582502,0.51074785,0.12909155
0.53621393,1.6153576,0.28872576
0.304479,2.6093276,0.2648285
0.72208476,0.50008154,0.120367095
0.32052198,1.8477153,0.19741113
0.3165396,1.7078459,0.18020026
0.69489735,1.1593004,0.26853162
0.55540234,0.84086776,0.15567331
0.26876068,2.9366117,0.26308194
0.5749955,1.3107641,0.25122783
0.68366367,0.71313727,0.16251536
0.22549698,2.5288987,0.19008633
0.27959287,2.9623115,0.2760804
0.5777224,0.50957876,0.09813168
0.43233824,1.4758835,0.21269363
0.22552466,2.0104525,0.15113555
0.12449893,2.8684916,0.11904138
0.3616324,2.4200938,0.2917281
0.84665453,0.8888014,0.25083593
0.36614877,1.5527141,0.18950813
0.6183316,0.7178043,0.14794703
0.44683495,1.3733482,0.20455332
0.45564348,1.6018384,0.24328905
0.8037858,1.0879898,0.2915036
0.15444063,1.224195,0.06302182
0.88398695,1.0077088,0.2969338
0.42268908,1.162392,0.16377681
0.39747632,1.5514437,0.20555404
0.46937543,0.6696869,0.1047782
0.1832737,2.9603302,0.18085022
0.76870185,0.6547107,0.16775912
0.28104126,2.6290827,0.24629357
0.32011136,0.97729737,0.10428133
0.832734,0.6530876,0.18128274
0.80267423,0.91336846,0.24437912
0.5080588,1.4726975,0.24940564
0.4621512,0.53586245,0.082549825
0.32958296,1.8947737,0.20816171
0.7764711,0.8184566,0.21183597
0.19607405,1.4783546,0.096622325
0.6078537,1.4616753,0.29616156
0.2954964,2.8725486,0.2829426
0.4313049,1.5934132,0.22908232
0.5335548,0.71644163,0.12742029
0.644687,1.1080924,0.23812425
0.2897833,2.9330957,0.28332072
0.22782508,1.9410447,0.14740622
